"NAME","CODE","DESC","CATEGORY","TERMINOLOGY","OUTCOME","COVARIATE"
"CANCER","BBmD.","[M] Cutaneous lymphoma                                                                                                                                                                                                                                         ","LYMPHOMA (5)","READ",0,1
"CANCER","B3255","Malignant melanoma of perineum                                                                                                                                                                                                                                 ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B13..","Malignant neoplasm of colon                                                                                                                                                                                                                                    ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B3007","Malignant neoplasm of sphenoid bone                                                                                                                                                                                                                            ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B300B","Malignant neoplasm of turbinate                                                                                                                                                                                                                                ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B341.","Malignant neoplasm of central part of female breast                                                                                                                                                                                                            ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB5T.","[M]Papillary adenomas and adenocarcinomas                                                                                                                                                                                                                      ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B521z","Malignant neoplasm of cerebral meninges NOS                                                                                                                                                                                                                    ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B512z","Malignant neoplasm of temporal lobe NOS                                                                                                                                                                                                                        ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBrA1","[M]Megakaryocytic leukaemia                                                                                                                                                                                                                                    ","LEUKAEMIA (4)","READ",0,1
"CANCER","BB02.","[M]Neoplasm, malignant                                                                                                                                                                                                                                         ","SOLID TUMOUR (3)","READ",0,1
"CANCER","ZV678","[V]Follow-up examin after chemotherapy for malign neoplasm                                                                                                                                                                                                     ","HISTORY OF CANCER (1)","READ",0,1
"CANCER","B011.","Malignant neoplasm of dorsal surface of tongue                                                                                                                                                                                                                 ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B102.","Malignant neoplasm of abdominal oesophagus                                                                                                                                                                                                                     ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B576.","Secondary malig neop of retroperitoneum and peritoneum                                                                                                                                                                                                         ","METASTASES (6)","READ",0,1
"CANCER","B5831","Secondary malignant neoplasm of spinal cord                                                                                                                                                                                                                    ","METASTASES (6)","READ",0,1
"CANCER","B7F10","Acoustic neuroma                                                                                                                                                                                                                                               ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B411.","Malignant neoplasm of exocervix                                                                                                                                                                                                                                ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B412.","Malignant neoplasm, overlapping lesion of cervix uteri                                                                                                                                                                                                         ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B3233","Malignant melanoma of forehead                                                                                                                                                                                                                                 ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBQ11","[M]Spermatocytic seminoma                                                                                                                                                                                                                                      ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B00z1","Malignant neoplasm of lip, unspecified, lipstick area                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBgE.","[M]Malignant lymphoma, centrocytic                                                                                                                                                                                                                             ","LYMPHOMA (5)","READ",0,1
"CANCER","B2003","Malignant neoplasm of vestibule of nose                                                                                                                                                                                                                        ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B627C","Follicular non-Hodgkin's lymphoma                                                                                                                                                                                                                              ","LYMPHOMA (5)","READ",0,1
"CANCER","B1514","Malignant neoplasm of intrahepatic gall duct                                                                                                                                                                                                                   ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B5101","Malignant neoplasm of cerebral cortex                                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B575.","Secondary malignant neoplasm of large intestine and rectum                                                                                                                                                                                                     ","METASTASES (6)","READ",0,1
"CANCER","B481.","Malignant neoplasm of glans penis                                                                                                                                                                                                                              ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B49y0","Malignant neoplasm, overlapping lesion of bladder                                                                                                                                                                                                              ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B58z.","Secondary malignant neoplasm of other specified site NOS                                                                                                                                                                                                       ","METASTASES (6)","READ",0,1
"CANCER","BBF2.","[M]Sarcomatosis NOS                                                                                                                                                                                                                                            ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBJ3.","[M]Liposarcoma, well differentiated type                                                                                                                                                                                                                       ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B506.","Malignant neoplasm of choroid                                                                                                                                                                                                                                  ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B48z.","Malignant neoplasm of penis and other male genital organ NOS                                                                                                                                                                                                   ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B430.","Malignant neoplasm of corpus uteri, excluding isthmus                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB33.","[M]Basal cell carcinoma, morphoea type                                                                                                                                                                                                                         ","NON-MELANOMA SKIN CANCER (8)","READ",0,1
"CANCER","B014.","Malignant neoplasm of anterior 2/3 of tongue unspecified                                                                                                                                                                                                       ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B674.","Acute panmyelosis                                                                                                                                                                                                                                              ","LEUKAEMIA (4)","READ",0,1
"CANCER","BBR3.","[M]Choriocarcinoma combined with teratoma                                                                                                                                                                                                                      ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B211.","Malignant neoplasm of supraglottis                                                                                                                                                                                                                             ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B060z","Malignant neoplasm tonsil NOS                                                                                                                                                                                                                                  ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B2zy.","Malignant neoplasm of other site of respiratory tract                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B072.","Malignant neoplasm of lateral wall of nasopharynx                                                                                                                                                                                                              ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B312z","Malig neop connective and soft tissue hip and leg NOS                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB911","[M]Infiltrating duct and lobular carcinoma                                                                                                                                                                                                                     ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB82.","[M]Mucinous adenoma and adenocarcinoma                                                                                                                                                                                                                         ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB910","[M]Intraductal papillary adenocarcinoma with invasion                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B560z","Secondary unspec malig neop lymph nodes head/face/neck NOS                                                                                                                                                                                                     ","METASTASES (6)","READ",0,1
"CANCER","B58yz","Secondary malignant neoplasm of other specified site NOS                                                                                                                                                                                                       ","METASTASES (6)","READ",0,1
"CANCER","B517.","Malignant neoplasm of brain stem                                                                                                                                                                                                                               ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B5202","Malignant neoplasm of acoustic nerve                                                                                                                                                                                                                           ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBr03","[M]Chronic leukaemia NOS                                                                                                                                                                                                                                       ","LEUKAEMIA (4)","READ",0,1
"CANCER","BBR4.","[M]Malignant teratoma, trophoblastic                                                                                                                                                                                                                           ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B080.","Malignant neoplasm of postcricoid region                                                                                                                                                                                                                       ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B31y.","Malig neop connective and soft tissue other specified site                                                                                                                                                                                                     ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B21z.","Malignant neoplasm of larynx NOS                                                                                                                                                                                                                               ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B3264","Malignant melanoma of finger                                                                                                                                                                                                                                   ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B5623","Secondary and unspec malig neop common iliac lymph nodes                                                                                                                                                                                                       ","METASTASES (6)","READ",0,1
"CANCER","B065.","Malignant neoplasm of junctional region of epiglottis                                                                                                                                                                                                          ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B440.","Malignant neoplasm of ovary                                                                                                                                                                                                                                    ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B6233","Malignant histiocytosis of intra-abdominal lymph nodes                                                                                                                                                                                                         ","LYMPHOMA (5)","READ",0,1
"CANCER","B016.","Malignant neoplasm of lingual tonsil                                                                                                                                                                                                                           ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B6270","Follicular non-Hodgkin's small cleaved cell lymphoma                                                                                                                                                                                                           ","LYMPHOMA (5)","READ",0,1
"CANCER","BBr0.","[M]Leukaemias unspecified                                                                                                                                                                                                                                      ","LEUKAEMIA (4)","READ",0,1
"CANCER","B471z","Malignant neoplasm of descended testis NOS                                                                                                                                                                                                                     ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B310z","Malig neop connective and soft tissue head, face, neck NOS                                                                                                                                                                                                     ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB69.","[M]Sebaceous adenoma and adenocarcinoma                                                                                                                                                                                                                        ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBB1.","[M]Adenolymphoma                                                                                                                                                                                                                                               ","LYMPHOMA (5)","READ",0,1
"CANCER","ZV106","[V]Personal history of leukaemia                                                                                                                                                                                                                               ","HISTORY OF CANCER (1)","READ",0,1
"CANCER","B3141","Malig neoplasm of connective and soft tissues of lumb spine                                                                                                                                                                                                    ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B3401","Malignant neoplasm of areola of female breast                                                                                                                                                                                                                  ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBr00","[M]Leukaemia NOS                                                                                                                                                                                                                                               ","LEUKAEMIA (4)","READ",0,1
"CANCER","B4A00","Hypernephroma                                                                                                                                                                                                                                                  ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B582.","Secondary malignant neoplasm of skin                                                                                                                                                                                                                           ","METASTASES (6)","READ",0,1
"CANCER","B830.","Carcinoma in situ of breast                                                                                                                                                                                                                                    ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B623.","Malignant histiocytosis                                                                                                                                                                                                                                        ","LYMPHOMA (5)","READ",0,1
"CANCER","B3004","Malignant neoplasm of occipital bone                                                                                                                                                                                                                           ","SOLID TUMOUR (3)","READ",0,1
"CANCER","ZV711","[V]Observation for suspected malignant neoplasm                                                                                                                                                                                                                ","POSSIBLE CANCER (2)","READ",0,1
"CANCER","B11y0","Malignant neoplasm of anterior wall of stomach NEC                                                                                                                                                                                                             ","SOLID TUMOUR (3)","READ",0,1
"CANCER","ByuC3","[X]Secondary malignant neoplasm/oth+unspc respiratory organs                                                                                                                                                                                                   ","METASTASES (6)","READ",0,1
"CANCER","B017.","Malignant overlapping lesion of tongue                                                                                                                                                                                                                         ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BBj9.","[M]Hodgkin's granuloma                                                                                                                                                                                                                                         ","LYMPHOMA (5)","READ",0,1
"CANCER","B45z.","Malignant neoplasm of female genital organ NOS                                                                                                                                                                                                                 ","SOLID TUMOUR (3)","READ",0,1
"CANCER","ZV102","[V]Personal history of malig neop other intrathoracic organ                                                                                                                                                                                                    ","HISTORY OF CANCER (1)","READ",0,1
"CANCER","B0551","Malignant neoplasm of roof of mouth                                                                                                                                                                                                                            ","SOLID TUMOUR (3)","READ",0,1
"CANCER","BB2G.","[M]Adenoid squamous cell carcinoma                                                                                                                                                                                                                             ","NON-MELANOMA SKIN CANCER (8)","READ",0,1
"CANCER","BBM9.","[M]Cystosarcoma phyllodes, malignant                                                                                                                                                                                                                           ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B642.","Subacute lymphoid leukaemia                                                                                                                                                                                                                                    ","LEUKAEMIA (4)","READ",0,1
"CANCER","BB80.","[M]Cystadenoma and carcinoma                                                                                                                                                                                                                                   ","SOLID TUMOUR (3)","READ",0,1
"CANCER","B6013","Lymphosarcoma of intra-abdominal lymph nodes                                                                                                                                                                                                                   ","LYMPHOMA (5)","READ",0,1
"CANCER","ByuD0","[X]Other Hodgkin's disease                                                                                                                                                                                                                                     ","LYMPHOMA (5)","READ",0,1
"STROKE_HS","Gyu6F","[X]Intracerebral haemorrhage in hemisphere, unspecified                                                                                                                                                                                                        ","DIAGNOSIS OF INTRACEREBRAL HAEMORRHAGE","READ",0,1
"STROKE_HS","G61z.","Intracerebral haemorrhage NOS                                                                                                                                                                                                                                  ","DIAGNOSIS OF INTRACEREBRAL HAEMORRHAGE","READ",0,1
"STROKE_HS","G618.","Intracerebral haemorrhage, multiple localized                                                                                                                                                                                                                  ","DIAGNOSIS OF INTRACEREBRAL HAEMORRHAGE","READ",0,1
"HYPERTENSION_DRUGS","24425911000001104","Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30075711000001108","Perindopril erbumine 8mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30080711000001105","Propranolol 10mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30081311000001101","Propranolol 160mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30084211000001106","Quinapril 10mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30087011000001109","Ramipril 5mg capsules (DE Pharmaceuticals) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30087411000001100","Ramipril 10mg capsules (DE Pharmaceuticals) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30087611000001102","Ramipril 1.25mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30104511000001100","Trandolapril 1mg capsules (DE Pharmaceuticals) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30216911000001104","Amlodipine 5mg/5ml oral solution sugar free (Thame Laboratories Ltd) (product)                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30217211000001105","Labetalol 100mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30273411000001105","Sectral 400mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30276111000001105","Eprosartan 300mg tablets (Creo Pharma Ltd) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30276511000001101","Eprosartan 600mg tablets (Creo Pharma Ltd) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30786611000001101","Furosemide 20mg/2ml solution for injection ampoules (Accord Healthcare Ltd) (product)                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30826511000001105","Losartan 100mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30828611000001105","Methyldopa 250mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30865311000001101","Ramipril 1.25mg capsules (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30943311000001103","Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","31244611000001104","Timolol 10mg / Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","31257511000001109","Timolol 10mg / Bendroflumethiazide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd) (product)                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","31353511000001106","Bumetanide 1mg/5ml oral solution sugar free (J M McGill Ltd) (product)                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318078001","Spironolactone 25mg/5mL s/f suspension (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318560004","Product containing precisely atenolol 25 milligram and bendroflumethiazide 1.25 milligram/1 each conventional release oral capsule (clinical drug)                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318586009","Product containing precisely acebutolol 200 milligram and hydrochlorothiazide 12.5 milligram/1 each conventional release oral tablet (clinical drug)                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","31995811000001105","Propranolol 40mg/5ml oral solution sugar free (Ennogen Healthcare Ltd) (product)                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","32111000001108","Co-tenidone 50mg/12.5mg tablets (Kent Pharmaceuticals Ltd) (product)                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","32396911000001100","Candesartan 4mg tablets (Kent Pharmaceuticals Ltd) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","540311000001105","Cardene SR 30mg capsules (Yamanouchi Pharmaceuticals) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","5590011000001101","Ramipril 1.25mg tablets (Approved Prescription Services) (product)                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","874311000001100","Lisinopril 2.5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318770004","Product containing precisely prazosin (as prazosin hydrochloride) 5 milligram/1 each conventional release oral tablet (clinical drug)                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318096005","Product containing precisely amiloride hydrochloride 2.5 milligram and cyclopenthiazide 250 microgram/1 each conventional release oral tablet (clinical drug)                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","19631911000001101","Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","280811000001100","Nifopress Retard 20mg tablets (Goldshield Healthcare Ltd) (product)                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","9450511000001101","Fosinopril 20mg tablets (Teva UK Ltd) (product)                                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","610611000001103","Spironolactone 100mg tablets (Approved Prescription Services) (product)                                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8046411000001106","Amlostin 10mg tablets (Discovery Pharmaceuticals) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","23682011000001102","Noyada 5mg/5ml oral solution (Martindale Pharmaceuticals Ltd) (product)                                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21578911000001105","Indapamide 2.5mg/5ml oral suspension (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","390711000001102","Verapamil 160mg tablets (Alpharma Limited) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","11533411000001106","Ramipril 1.25mg tablets (Sandoz Ltd) (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8622211000001103","Lisinopril 2.5mg/5ml oral suspension (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","501911000001107","Bendroflumethiazide 5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16183211000001105","Atenolol 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","864611000001104","Furosemide 40mg tablets (Sandoz Ltd) (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","9794111000001102","Enalapril 5mg tablets (Almus Pharmaceutical Ltd) (product)                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318082004","Product containing precisely triamterene 50 milligram/1 each conventional release oral capsule (clinical drug)                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","113311000001103","Methyldopa 500mg tablets (Alpharma Limited) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","319280009","Product containing precisely isradipine 2.5 milligram/1 each conventional release oral tablet (clinical drug)                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","159711000001108","Bendroflumethiazide 5mg tablets (C P Pharmaceuticals Ltd) (product)                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","429211000001101","Captopril 50mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
