name,terminology,code,term,code_type,RecordDate,covariate_only
hypertension_drugs,DMD,13003211000001108,Oxprenolol 80mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13005511000001105,Metolazone 1.25mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13005611000001109,Metolazone 1.25mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13005711000001100,Metolazone 1mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13005811000001108,Metolazone 1mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13005911000001103,Metolazone 2.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006011000001106,Metolazone 2.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13006111000001107,Metolazone 500micrograms/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006211000001101,Metolazone 500micrograms/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13006311000001109,Metolazone 5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006411000001102,Metolazone 5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13006511000001103,Metoprolol 100mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006611000001104,Metoprolol 125mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006711000001108,Metoprolol 15mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006811000001100,Metoprolol 16mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13006911000001105,Metoprolol 17mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007011000001109,Metoprolol 2.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007111000001105,Metoprolol 3.33mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007211000001104,Metoprolol 30mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007311000001107,Metoprolol 31.25mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007411000001100,Metoprolol 40mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007511000001101,Metoprolol 6.25mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007611000001102,Metoprolol 62.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13007711000001106,Metoprolol 8mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13011211000001107,Perindopril 1mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13011311000001104,Perindopril 1mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13013311000001103,Ramipril 750micrograms/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13013411000001105,Ramipril 750micrograms/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13014311000001101,Verapamil 120mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13014411000001108,Verapamil 120mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13014511000001107,Verapamil 20mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13014611000001106,Verapamil 20mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13014711000001102,Verapamil 240mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13014811000001105,Verapamil 240mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13014911000001100,Verapamil 250mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13015011000001100,Verapamil 250mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13015111000001104,Verapamil 30mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13015211000001105,Verapamil 30mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13015311000001102,Verapamil 40mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13015411000001109,Verapamil 40mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13015511000001108,Verapamil 45mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13015611000001107,Verapamil 45mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13015711000001103,Verapamil 50mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13015811000001106,Verapamil 50mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13015911000001101,Verapamil 80mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13016011000001109,Verapamil 80mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13020811000001108,Phenoxybenzamine 10mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,130211000001109,Slozem 120mg capsules (Merck Pharmaceuticals) (product),1,20210127,null
hypertension_drugs,DMD,13021111000001107,Phenoxybenzamine 10mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13021411000001102,Phenoxybenzamine 5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13021711000001108,Phenoxybenzamine 5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13040411000001109,Phenoxybenzamine 10mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13040511000001108,Phenoxybenzamine 10mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13040611000001107,Phenoxybenzamine 5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13040711000001103,Phenoxybenzamine 5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13050211000001108,Prazosin 250micrograms/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13050811000001109,Prazosin 250micrograms/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13051711000001109,Prazosin 500micrograms/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13052311000001101,Prazosin 500micrograms/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13077811000001106,Prazosin 250micrograms/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13077911000001101,Prazosin 250micrograms/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13078011000001104,Prazosin 500micrograms/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13078111000001103,Prazosin 500micrograms/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13094111000001102,Cozaar-Comp 100mg/12.5mg tablets (Merck Sharp & Dohme Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13106111000001103,Amiloride 5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13107411000001105,CoAprovel 150mg/12.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13107711000001104,Co-Diovan 160mg/12.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13107911000001102,Co-Diovan 160mg/25mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13108211000001105,Coversyl Plus tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13108611000001107,Coversyl 8mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13112711000001103,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (product),1,20210127,null
hypertension_drugs,DMD,13127311000001107,Felotens XL 2.5mg tablets (Genus Pharmaceuticals Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13143311000001102,Diovan 320mg tablets (Novartis Pharmaceuticals UK Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13151911000001104,Propranolol 1.67mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13152211000001101,Propranolol 1.67mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13152711000001108,Propranolol 10mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13153511000001105,Propranolol 10mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13154111000001104,Propranolol 15mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13154711000001103,Propranolol 15mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13155211000001106,Propranolol 16mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13155611000001108,Propranolol 16mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13156111000001106,Propranolol 2.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13156511000001102,Propranolol 2.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13160611000001105,Propranolol 1.67mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13160711000001101,Propranolol 1.67mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13160811000001109,Propranolol 10mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13160911000001104,Propranolol 10mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13161011000001107,Propranolol 15mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13161111000001108,Propranolol 15mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13161211000001102,Propranolol 16mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13161311000001105,Propranolol 16mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13161411000001103,Propranolol 2.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13161511000001104,Propranolol 2.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13163211000001103,Exforge 5mg/80mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13163511000001100,Exforge 5mg/160mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13163811000001102,Exforge 10mg/160mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13165011000001109,Propranolol 2.75mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13165311000001107,Propranolol 2.75mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13165911000001108,Propranolol 20mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13166311000001102,Propranolol 20mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13166611000001107,Propranolol 22.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13166911000001101,Propranolol 22.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13167311000001104,Propranolol 25mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13167811000001108,Propranolol 25mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13168111000001100,Propranolol 2mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13168611000001108,Propranolol 2mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13169111000001107,Propranolol 3.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13169411000001102,Propranolol 3.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13169711000001108,Propranolol 32mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13169911000001105,Lasilactone capsules (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13170211000001104,Propranolol 32mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13170711000001106,Propranolol 3mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13171111000001104,Propranolol 2.75mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13171211000001105,Propranolol 3mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13171311000001102,Propranolol 32mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13171411000001109,Propranolol 2.75mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13171511000001108,Propranolol 20mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13171611000001107,Propranolol 32mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13171711000001103,Propranolol 3.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13171911000001101,Propranolol 3.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13172011000001108,Propranolol 2mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13172111000001109,Propranolol 2mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13172311000001106,Propranolol 3mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13172411000001104,Propranolol 25mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13172511000001100,Propranolol 3mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13172911000001107,Propranolol 20mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13173011000001104,Propranolol 22.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13173111000001103,Propranolol 22.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13173211000001109,Propranolol 25mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13173411000001108,Propranolol 4mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13173711000001102,Propranolol 4mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13173911000001100,Propranolol 4mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13174011000001102,Propranolol 4mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13178511000001103,Atenolol 25mg/5ml oral solution sugar free (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13181411000001101,Bendroflumethiazide 2.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13181711000001107,Bendroflumethiazide 5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13183811000001100,Olmetec 10mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13184311000001106,Olmetec 20mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13184911000001107,Olmetec 40mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13186911000001104,Lacidipine 4mg tablets (PI) (Waymade Healthcare Plc) (product),1,20210127,null
hypertension_drugs,DMD,13187211000001105,Prescal 2.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13187611000001107,Bumetanide 1mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13188011000001104,Bumetanide 5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13190311000001102,Propranolol 50mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13190611000001107,Propranolol 5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13190911000001101,Propranolol 6mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13191211000001104,Propranolol 50mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13191511000001101,Propranolol 5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13191811000001103,Propranolol 6mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13196211000001107,Captopril 12.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13196811000001108,Captopril 50mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13199511000001100,Propranolol 50mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13199611000001101,Propranolol 50mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13199711000001105,Propranolol 5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13199811000001102,Propranolol 5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13199911000001107,Propranolol 6mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13200011000001100,Propranolol 6mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13208111000001102,Telmisartan 40mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13211000001101,Bisoprolol 10mg tablets (Alpharma Limited) (product),1,20210127,null
hypertension_drugs,DMD,13217111000001100,Zanidip 20mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13217311000001103,Zestoretic 10 tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13229811000001109,Clonidine 25microgram tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13231211000001105,Co-amilofruse 2.5mg/20mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13232111000001109,Co-amilofruse 5mg/40mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13232411000001104,Co-amilofruse 10mg/80mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13236711000001109,Co-amilozide 2.5mg/25mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13237011000001105,Co-amilozide 5mg/50mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13239011000001101,Perindopril 2mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13239611000001108,Perindopril 8mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13247411000001100,Propranolol 10mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13247811000001103,Propranolol 160mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13248011000001105,Propranolol 40mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13248211000001100,Propranolol 80mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13250311000001108,Quinapril 10mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13250811000001104,Quinapril 20mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13251511000001109,Quinapril 40mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13253411000001109,Ramipril 10mg capsules (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13253611000001107,Ramipril 2.5mg capsules (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13253811000001106,Ramipril 5mg capsules (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13254011000001103,Ramipril 1.25mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13254211000001108,Ramipril 10mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13254411000001107,Ramipril 2.5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13254611000001105,Ramipril 5mg tablets (Dowelhurst Ltd) (product),1,20210127,null
hypertension_drugs,DMD,132811000001106,Dyazide 50mg/25mg tablets (Goldshield Healthcare Ltd) (product),1,20210127,null
hypertension_drugs,DMD,13315011000001101,Sotalol 20mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13315311000001103,Sotalol 30mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13315611000001108,Sotalol 35mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13315911000001102,Sotalol 50mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13316211000001100,Sotalol 5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13316511000001102,Sotalol 8mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13316811000001104,Spironolactone 1.25mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13317111000001109,Spironolactone 1.25mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13317711000001105,Spironolactone 12.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13318411000001100,Spironolactone 12.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13319511000001107,Spironolactone 125mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13320111000001102,Spironolactone 125mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13320411000001107,Spironolactone 12mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13320711000001101,Spironolactone 12mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13321111000001108,Spironolactone 13.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13321411000001103,Spironolactone 13.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13321711000001109,Spironolactone 2.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13322011000001104,Spironolactone 2.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13322411000001108,Spironolactone 200mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13322911000001100,Spironolactone 200mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13323211000001103,Spironolactone 20mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13323511000001100,Spironolactone 20mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13323711000001105,Sotalol 20mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13323811000001102,Sotalol 30mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13323911000001107,Sotalol 35mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13324011000001105,Sotalol 50mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13324111000001106,Sotalol 5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13324211000001100,Sotalol 8mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325011000001109,Spironolactone 1.25mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325111000001105,Spironolactone 1.25mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13325211000001104,Spironolactone 12.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325311000001107,Spironolactone 12.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13325411000001100,Spironolactone 125mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325511000001101,Spironolactone 125mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13325611000001102,Spironolactone 12mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325711000001106,Spironolactone 12mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13325811000001103,Spironolactone 13.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13325911000001108,Spironolactone 13.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13326011000001100,Spironolactone 2.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13326111000001104,Spironolactone 2.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13326211000001105,Spironolactone 200mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13326311000001102,Spironolactone 200mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13326411000001109,Spironolactone 20mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13326511000001108,Spironolactone 20mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13336011000001102,Spironolactone 250mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13336611000001109,Spironolactone 250mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13339211000001103,Spironolactone 2mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13340511000001109,Spironolactone 2mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13347411000001109,Spironolactone 3.3mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13348011000001104,Spironolactone 3.3mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13348711000001102,Spironolactone 3.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13349211000001104,Spironolactone 3.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13349911000001108,Spironolactone 30mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13350411000001108,Spironolactone 30mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13350711000001102,Spironolactone 35mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13351011000001108,Spironolactone 35mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13351311000001106,Spironolactone 3mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13351611000001101,Spironolactone 3mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13352611000001107,Spironolactone 4.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13353511000001101,Spironolactone 250mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13353611000001102,Spironolactone 250mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13353711000001106,Spironolactone 2mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13353811000001103,Spironolactone 2mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13353911000001108,Spironolactone 3.3mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13354011000001106,Spironolactone 3.3mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13354111000001107,Spironolactone 3.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13354211000001101,Spironolactone 3.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13354311000001109,Spironolactone 30mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13354411000001102,Spironolactone 30mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13354511000001103,Spironolactone 35mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13354611000001104,Spironolactone 35mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13354711000001108,Spironolactone 3mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13354811000001100,Spironolactone 3mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13354911000001105,Spironolactone 4.5mg/5ml oral solution (product),1,20210127,null
hypertension_drugs,DMD,13355011000001105,Spironolactone 4.5mg/5ml oral suspension (product),1,20210127,null
hypertension_drugs,DMD,13355311000001108,Spironolactone 4.5mg/5ml oral solution (Special Order) (product),1,20210127,null
hypertension_drugs,DMD,13356311000001103,Spironolactone 40mg/5ml oral suspension (Special Order) (product),1,20210127,null
